Sea Surface Height relative to hydrographic zero - Nazare tide gauge (ref 856)  
LAT: 39 35.167 N    LONG:  9  4.456W  (ETRS89)
Julian Day    Y    M  D  H  M  S  SSH (m)
18506.83333  2019  1 22 20  0  0  1.12
18506.87500  2019  1 22 21  0  0  0.66
18506.91667  2019  1 22 22  0  0  0.58
18506.95833  2019  1 22 23  0  0  0.89
18507.00000  2019  1 23  0  0  0  1.54
18507.04167  2019  1 23  1  0  0  2.34
18507.08333  2019  1 23  2  0  0  3.12
18507.12500  2019  1 23  3  0  0  3.70
18507.16667  2019  1 23  4  0  0  3.91
18507.20833  2019  1 23  5  0  0  3.70
18507.25000  2019  1 23  6  0  0  3.11
18507.29167  2019  1 23  7  0  0  2.29
18507.33333  2019  1 23  8  0  0  1.45
18507.37500  2019  1 23  9  0  0  0.76
18507.41667  2019  1 23 10  0  0  0.43
18507.45833  2019  1 23 11  0  0  0.51
18507.50000  2019  1 23 12  0  0  0.98
18507.54167  2019  1 23 13  0  0  1.69
18507.58333  2019  1 23 14  0  0  2.49
18507.62500  2019  1 23 15  0  0  3.18
18507.66667  2019  1 23 16  0  0  3.58
18507.70833  2019  1 23 17  0  0  3.58
18507.75000  2019  1 23 18  0  0  3.18
18507.79167  2019  1 23 19  0  0  2.50
18507.83333  2019  1 23 20  0  0  1.71
18507.87500  2019  1 23 21  0  0  1.04
18507.91667  2019  1 23 22  0  0  0.64
18507.95833  2019  1 23 23  0  0  0.64
18508.00000  2019  1 24  0  0  0  1.03
18508.04167  2019  1 24  1  0  0  1.70
18508.08333  2019  1 24  2  0  0  2.49
18508.12500  2019  1 24  3  0  0  3.23
18508.16667  2019  1 24  4  0  0  3.73
18508.20833  2019  1 24  5  0  0  3.85
18508.25000  2019  1 24  6  0  0  3.56
18508.29167  2019  1 24  7  0  0  2.94
18508.33333  2019  1 24  8  0  0  2.13
18508.37500  2019  1 24  9  0  0  1.31
18508.41667  2019  1 24 10  0  0  0.72
18508.45833  2019  1 24 11  0  0  0.48
18508.50000  2019  1 24 12  0  0  0.64
18508.54167  2019  1 24 13  0  0  1.13
18508.58333  2019  1 24 14  0  0  1.82
18508.62500  2019  1 24 15  0  0  2.57
18508.66667  2019  1 24 16  0  0  3.18
18508.70833  2019  1 24 17  0  0  3.49
18508.75000  2019  1 24 18  0  0  3.41
18508.79167  2019  1 24 19  0  0  2.97
18508.83333  2019  1 24 20  0  0  2.31
18508.87500  2019  1 24 21  0  0  1.58
18508.91667  2019  1 24 22  0  0  0.99
18508.95833  2019  1 24 23  0  0  0.70
18509.00000  2019  1 25  0  0  0  0.78
18509.04167  2019  1 25  1  0  0  1.19
18509.08333  2019  1 25  2  0  0  1.84
18509.12500  2019  1 25  3  0  0  2.56
18509.16667  2019  1 25  4  0  0  3.21
18509.20833  2019  1 25  5  0  0  3.62
18509.25000  2019  1 25  6  0  0  3.67
18509.29167  2019  1 25  7  0  0  3.35
18509.33333  2019  1 25  8  0  0  2.75
18509.37500  2019  1 25  9  0  0  1.99
18509.41667  2019  1 25 10  0  0  1.28
18509.45833  2019  1 25 11  0  0  0.79
